state,age,sex,race_ethnicity,citizen,married,school,military,income,public_housing,phone,health,family_size,mother_origin,father_origin
47,23,0,3,2,1,3,1,15600,0,1,4,3,3,3
1,21,1,3,2,1,3,1,12000,0,0,2,3,3,3
1,22,1,3,1,2,2,1,38000,0,0,2,3,3,3
1,22,0,3,2,2,3,1,12001,0,0,3,1,3,3
1,21,0,3,2,2,3,1,10000,0,0,2,1,3,3
1,17,1,1,1,2,1,1,44976,0,1,4,3,6,1
1,23,0,3,2,1,3,1,25000,0,1,2,3,3,3
1,23,1,3,2,1,3,1,25000,0,1,2,3,3,3
1,20,1,3,2,2,3,1,37492,0,1,3,5,3,3
1,17,1,3,1,2,1,1,37492,0,1,1,5,3,3
1,18,0,3,1,2,1,1,169756,0,1,2,3,3,1
1,19,0,3,2,2,3,1,55000,0,0,1,3,3,3
1,24,0,3,2,2,3,1,55000,0,0,1,3,3,3
1,22,1,3,2,1,3,1,18000,0,1,2,3,3,3
1,23,0,3,2,1,3,1,18000,0,1,2,3,3,3
1,18,1,3,1,2,1,1,21000,0,1,2,5,3,3
1,17,0,3,2,2,1,1,21000,0,1,1,5,3,3
1,24,1,4,2,1,3,1,50000,0,1,1,1,5,5
1,24,0,4,2,2,2,1,25801,0,1,1,1,5,5
1,17,1,1,1,2,1,1,135478,0,1,3,4,1,6
28,22,1,3,2,1,3,1,43705,0,1,2,2,3,3
28,24,1,3,2,2,3,1,34502,0,1,1,4,4,4
28,20,1,1,1,2,3,1,17630,0,1,1,2,6,1
28,19,0,1,1,2,2,1,54316,0,1,2,4,1,9
28,18,0,1,1,2,1,1,109189,0,1,1,4,6,1
28,16,1,1,1,2,1,0,109189,0,1,1,4,6,1
28,16,0,3,2,2,1,0,26028,0,1,2,5,3,3
28,16,0,3,2,2,1,0,35000,0,1,1,8,3,3
28,20,1,3,2,2,3,1,78000,0,1,1,3,3,3
28,17,0,3,2,2,1,1,78000,0,1,1,3,3,3
28,23,0,3,2,2,3,1,78000,0,1,1,1,3,3
28,23,0,3,2,2,3,1,24000,0,1,1,8,3,3
28,23,1,3,2,2,3,1,24000,0,1,1,8,3,3
28,22,0,1,1,2,3,1,27030,0,1,2,2,1,7
5,18,1,3,2,2,3,1,35000,0,1,3,4,3,3
5,20,1,3,2,2,3,1,35000,0,1,3,1,3,3
5,24,1,3,2,1,3,1,24300,0,0,1,4,3,3
5,24,1,3,1,1,2,1,32001,0,1,3,4,3,1
5,21,0,1,1,2,2,1,20452,0,1,2,1,1,6
5,18,1,3,1,2,1,1,35000,0,1,1,3,3,3
5,21,0,3,2,2,3,1,45750,0,1,1,6,3,3
5,19,1,3,2,2,3,1,45750,0,1,1,6,3,3
5,16,1,3,1,3,1,0,32500,0,1,3,5,3,3
5,22,0,3,2,2,3,1,75000,0,0,1,1,3,3
5,16,1,3,1,2,3,0,22625,0,1,2,5,3,3
5,16,0,4,1,2,1,0,55050,0,1,1,4,5,5
5,23,0,4,1,2,2,1,52084,0,1,1,4,5,5
5,18,1,3,1,2,1,1,55500,0,1,2,6,3,3
5,22,1,3,1,2,3,1,55500,0,1,1,6,3,3
5,24,0,3,2,2,3,1,43700,0,1,1,2,3,3
5,19,1,4,2,1,2,1,29000,0,1,3,3,5,5
5,19,0,3,1,2,3,1,111500,0,1,1,5,3,3
5,18,1,3,1,2,1,1,111500,0,1,1,5,3,3
5,16,1,1,2,2,1,0,51350,0,1,1,4,5,5
5,21,0,3,1,1,3,1,10100,0,1,3,5,1,3
5,24,1,4,1,1,3,1,62500,0,1,2,2,5,5
5,24,0,4,1,2,2,1,50300,0,1,2,5,5,5
5,22,1,4,1,2,2,1,50300,0,1,2,5,5,5
5,16,1,4,1,2,1,0,50300,0,1,2,5,5,5
5,24,1,4,1,2,2,1,49090,0,1,2,5,5,5
5,22,1,4,1,2,2,1,49090,0,1,2,5,5,5
5,16,1,4,1,2,1,0,49090,0,1,2,5,5,5
22,19,0,2,1,2,3,1,84000,0,1,2,4,1,3
22,21,0,5,1,2,3,1,69056,0,1,3,2,3,3
22,19,0,3,1,2,3,1,67710,0,1,2,7,3,1
22,17,0,3,1,2,3,1,67710,0,1,2,7,3,1
22,21,0,3,2,2,3,1,51840,0,1,2,9,3,3
22,19,1,3,2,2,3,1,51840,0,1,2,9,3,3
22,16,1,3,2,2,1,0,51840,0,1,2,9,3,3
22,23,1,4,1,2,2,1,47242,0,1,1,3,5,5
22,21,1,1,1,2,2,1,45001,0,1,2,2,6,1
22,22,0,3,2,2,3,1,95000,0,1,2,6,3,3
22,24,0,3,2,2,3,1,95000,0,1,2,6,3,3
22,20,0,3,2,1,3,1,95000,0,1,2,6,3,3
22,17,0,1,1,2,1,1,95042,0,1,2,4,1,7
22,16,0,1,1,2,1,0,117726,0,1,2,8,5,5
22,18,1,1,1,2,2,1,66850,0,1,1,3,1,3
40,22,1,3,1,2,3,1,0,0,0,2,2,4,4
40,21,0,1,1,2,3,1,40508,0,1,2,2,1,6
40,16,1,3,2,2,1,0,108015,0,0,1,4,3,3
40,23,1,1,1,3,2,1,12500,0,1,2,1,6,6
40,24,1,3,2,1,3,1,49000,0,1,1,3,4,4
40,23,1,3,1,1,3,1,46500,0,1,1,2,3,2
40,22,1,3,1,2,2,1,23593,0,1,3,3,2,2
40,18,1,3,1,2,1,1,23593,0,1,3,3,2,2
40,21,1,3,1,1,3,1,44900,0,1,1,4,1,2
40,24,1,3,1,2,2,1,38002,0,0,1,2,3,1
40,18,1,4,2,1,2,1,126250,0,1,1,2,5,5
40,22,0,4,1,2,2,1,23175,0,1,2,1,5,5
40,22,0,3,2,2,3,1,34000,0,1,3,1,3,3
40,24,1,1,1,1,2,1,8182,0,1,3,4,1,2
40,24,0,1,1,1,3,1,15000,0,1,3,2,5,1
40,21,0,3,1,2,3,1,20800,0,0,3,1,1,3
40,23,0,3,2,2,2,1,48000,0,1,1,1,3,3
40,22,0,3,2,2,2,1,48000,0,1,1,1,3,3
40,20,0,3,1,2,3,1,54442,0,1,1,3,3,1
40,21,0,3,2,2,3,1,22700,0,1,2,4,3,3
40,24,0,1,1,2,3,1,16000,0,1,3,3,5,1
40,21,1,3,1,2,2,1,73910,0,1,2,4,3,3
40,20,0,3,1,1,3,1,73910,0,1,2,4,3,3
40,19,1,4,1,2,3,1,35000,0,0,1,1,5,5
40,24,0,5,1,1,2,1,33000,0,1,1,2,1,6
40,22,0,1,1,2,2,1,39500,0,1,3,1,1,6
40,22,0,3,2,2,3,1,14550,0,0,2,2,3,3
40,23,0,3,2,1,3,1,14550,0,0,2,2,3,3
40,18,1,1,1,2,2,1,20500,0,1,1,6,5,5
40,16,1,1,1,2,1,0,20500,0,1,1,6,5,5
40,23,0,3,2,2,3,1,63012,0,1,1,10,3,3
40,19,1,3,2,1,1,1,63012,0,1,1,10,3,3
40,22,1,3,2,2,1,1,63012,0,1,1,10,3,3
40,22,1,3,2,2,1,1,63012,0,1,1,10,3,3
40,24,1,3,1,2,3,1,62008,0,1,3,5,3,3
40,20,0,3,1,2,3,1,62008,0,1,3,5,3,3
40,16,0,1,1,2,1,0,36002,0,1,2,3,5,1
40,19,0,5,1,2,2,1,20002,0,1,1,1,6,1
40,24,1,3,1,2,3,1,4600,0,1,1,1,4,1
48,18,0,3,1,2,3,1,28400,0,1,1,4,3,3
48,19,1,3,2,2,3,1,0,0,1,1,2,3,3
48,19,0,3,2,2,3,1,19000,0,1,3,6,3,3
48,23,1,3,2,2,3,1,41600,0,1,2,5,3,3
48,18,1,3,2,2,1,1,20800,0,1,2,4,3,3
48,21,0,3,2,2,3,1,20800,0,1,2,4,3,3
48,20,1,3,2,2,2,1,80800,0,1,1,5,3,3
48,17,0,3,1,2,1,1,80800,0,1,1,5,3,3
48,18,0,3,1,2,1,1,72000,0,1,1,3,3,3
48,17,0,3,1,2,1,1,31710,0,1,2,7,3,3
48,21,1,3,1,2,3,1,7291,0,1,3,3,1,3
48,17,0,3,1,2,1,1,7291,0,1,3,3,1,3
48,23,0,3,1,2,3,1,22539,0,1,1,3,1,3
48,18,0,3,1,2,1,1,67214,0,1,1,5,3,3
48,20,0,3,1,2,3,1,88515,0,1,3,4,3,3
48,18,0,3,1,2,3,1,8500,0,1,1,2,1,3
48,20,1,3,2,2,3,1,55000,0,1,4,5,3,3
48,18,1,3,2,2,3,1,55000,0,1,2,5,3,3
48,18,0,3,2,2,1,1,26935,0,1,5,5,3,3
48,19,0,4,1,2,2,1,12002,0,1,1,3,5,5
48,24,0,4,2,2,2,1,18630,0,1,2,1,5,5
48,22,0,3,1,2,3,1,28300,0,1,1,2,3,1
48,19,1,3,1,2,2,1,28300,0,1,2,2,3,3
48,17,0,3,1,2,1,1,42744,0,1,1,6,3,3
48,17,1,3,1,2,1,1,33000,0,1,1,5,3,3
48,24,0,3,2,2,3,1,9840,0,0,1,4,3,3
48,17,1,3,1,2,2,1,50000,0,1,1,5,3,1
48,18,0,3,1,2,3,1,43796,0,1,1,7,3,3
48,21,0,3,1,2,3,1,8000,0,1,1,3,3,3
48,24,0,4,2,1,3,1,60000,0,0,2,2,5,5
48,23,0,3,1,2,3,1,64000,0,1,1,6,3,1
48,18,1,3,1,2,1,1,45002,0,1,2,4,1,3
48,17,1,3,1,2,3,1,45002,0,1,2,4,1,3
48,22,1,3,1,2,2,1,67200,0,1,1,3,1,3
48,24,1,3,1,2,3,1,16000,1,1,2,4,3,3
48,21,0,3,1,2,3,1,75112,0,1,1,2,3,3
48,19,1,3,1,2,3,1,36000,0,1,3,4,4,1
48,16,0,3,1,2,1,0,36000,0,1,3,4,4,1
48,18,0,3,1,2,2,1,20500,0,1,1,1,3,3
48,18,0,3,1,2,2,1,20500,0,1,1,1,3,1
48,19,1,3,1,1,3,1,63000,0,1,3,5,3,3
48,23,0,3,2,1,3,1,63000,0,1,3,5,3,3
48,19,1,3,1,2,2,1,13800,0,1,1,1,3,3
48,21,1,3,2,2,2,1,13800,0,1,1,1,3,3
48,19,1,3,2,2,2,1,13800,0,1,1,1,3,3
48,17,0,3,1,2,1,1,17684,0,1,1,2,1,6
48,21,1,3,2,1,3,1,30000,0,1,1,3,3,3
48,22,1,1,1,2,2,1,24000,0,1,3,1,1,3
48,20,1,3,1,2,2,1,38195,0,1,2,2,3,1
48,22,0,3,1,2,2,1,38195,0,1,2,2,3,1
48,16,1,3,1,2,1,0,67288,0,1,1,3,3,3
48,18,0,3,1,2,3,1,67288,0,1,1,3,3,3
48,24,0,1,2,1,3,1,10000,0,1,1,5,3,3
48,24,1,1,2,1,3,1,10000,0,1,1,5,3,3
48,17,1,1,2,2,1,1,36670,0,1,2,4,6,6
48,17,0,1,2,2,1,1,36670,0,1,1,4,6,6
48,16,0,3,1,2,1,0,32000,0,1,3,6,3,3
48,22,1,1,1,3,3,1,160000,0,1,1,6,3,3
48,24,0,1,1,1,3,1,160000,0,1,3,6,3,3
48,24,1,1,1,1,3,1,160000,0,1,1,6,3,3
48,19,0,1,1,2,2,1,60004,0,1,2,6,6,6
48,19,1,3,1,2,3,1,60004,0,1,2,6,3,3
48,18,0,1,1,2,3,1,57600,0,1,3,3,1,5
48,23,1,3,1,2,2,1,35000,0,1,1,2,3,1
48,21,1,3,1,1,3,1,26002,0,1,1,4,3,3
48,23,0,3,2,1,3,1,26002,0,1,1,4,3,3
48,23,1,3,1,1,3,1,74002,0,1,3,2,3,3
48,22,1,3,2,2,3,1,30000,0,1,3,3,3,3
48,21,0,3,2,2,3,1,30000,0,1,1,1,3,3
48,23,0,3,2,3,3,1,60000,0,1,2,5,3,3
48,20,1,3,2,2,2,1,60000,0,1,2,5,3,3
48,24,0,1,2,2,2,1,40000,0,1,2,6,7,7
48,20,0,1,2,2,3,1,40000,0,1,2,6,7,7
48,17,1,4,1,2,1,1,137200,0,1,1,4,5,1
48,20,0,4,1,2,2,1,153132,0,1,3,5,5,5
48,16,0,4,1,2,1,0,153132,0,1,3,5,5,5
48,19,0,3,1,2,3,1,91359,0,1,1,4,3,3
48,18,1,1,1,2,1,1,65234,0,1,1,4,3,1
48,24,0,3,2,2,3,1,20000,0,1,1,1,3,3
48,19,0,4,1,2,2,1,129315,0,1,1,3,1,6
48,23,1,3,2,2,1,1,47000,0,1,3,4,3,3
48,18,0,2,1,2,1,1,694069,0,1,1,2,1,7
48,21,1,3,1,2,2,1,49610,0,1,2,4,1,3
48,20,0,3,2,2,3,1,62000,0,1,2,4,3,3
48,20,0,3,2,2,3,1,62000,0,1,2,4,3,3
48,22,1,3,1,1,3,1,24000,0,1,3,4,1,3
48,22,0,3,2,1,2,1,24000,0,1,3,4,3,3
48,24,1,3,2,1,3,1,32000,0,1,3,4,3,3
48,23,1,3,2,1,3,1,46000,0,1,3,5,3,3
48,19,0,3,2,2,2,1,8820,0,1,2,4,3,3
48,23,1,3,1,1,3,1,18600,1,1,1,5,1,3
48,22,0,3,1,2,2,1,40360,0,1,2,3,3,3
48,18,1,3,1,2,2,1,63400,0,1,2,5,3,3
48,21,0,3,1,2,3,1,86531,0,1,1,5,3,1
48,18,1,3,1,2,3,1,86531,0,1,1,5,3,1
48,23,1,3,1,2,2,1,25680,0,1,1,3,3,1
48,20,0,3,1,2,3,1,25680,0,1,1,3,3,1
48,17,0,3,1,2,1,1,3600,0,1,1,2,3,3
48,20,0,3,1,2,3,1,29237,0,1,2,4,3,3
48,16,1,3,1,2,1,0,29237,0,1,2,4,3,3
48,23,0,3,2,2,3,1,20000,0,0,2,3,3,3
48,18,0,3,1,2,2,1,29300,0,1,1,4,3,3
48,20,0,3,2,2,2,1,59700,0,1,1,3,3,3
48,23,0,3,1,3,3,2,39400,0,1,1,2,3,1
48,19,0,3,1,2,3,1,42060,0,1,1,6,1,3
48,18,1,3,1,2,3,1,42060,0,1,1,6,1,3
48,22,0,3,1,2,3,1,33150,0,1,2,3,3,3
48,22,1,3,2,1,2,1,37280,0,1,3,3,3,3
48,24,0,3,1,2,3,1,10040,0,1,3,7,3,3
48,22,1,3,1,2,3,1,10040,0,1,3,7,3,3
48,19,1,3,1,2,3,1,10040,0,1,3,7,3,3
48,18,0,3,2,3,1,1,10040,0,1,3,7,3,3
48,17,0,3,1,2,1,1,61858,0,1,2,4,3,3
48,19,0,3,1,2,3,1,44200,0,1,2,6,3,3
48,16,0,3,1,2,1,0,44200,0,1,2,6,3,3
48,17,0,3,1,2,1,1,10400,0,1,2,5,3,3
48,18,1,3,2,2,3,1,37440,0,1,2,4,3,3
48,23,0,3,1,2,2,1,57400,0,1,1,4,1,3
48,21,1,3,1,2,2,1,57400,0,1,1,4,1,3
48,21,1,4,1,2,2,1,30000,0,1,2,2,5,5
48,23,0,4,1,2,3,1,30000,0,1,2,2,5,1
48,16,0,1,1,2,1,0,96000,0,1,1,4,3,1
48,24,0,3,2,2,3,1,60500,0,1,2,5,3,3
48,21,0,3,2,2,3,1,60500,0,1,2,5,3,3
48,23,0,3,1,2,3,1,129048,0,1,1,5,3,1
48,21,1,3,1,2,2,1,129048,0,1,1,5,3,1
48,20,0,3,1,1,3,1,31800,0,1,1,5,3,1
48,19,0,4,1,2,3,1,57000,0,1,1,3,2,1
48,16,0,1,1,2,1,0,59400,0,1,1,3,6,1
48,24,0,3,2,2,3,1,30070,0,1,2,1,3,3
48,19,1,4,1,2,2,1,129612,0,1,1,3,5,1
48,16,1,4,1,2,1,0,129612,0,1,1,3,5,1
48,20,1,3,2,2,2,1,145564,0,1,2,4,3,3
48,22,0,4,1,2,2,1,136204,0,1,3,6,5,5
48,20,0,3,2,2,3,1,16000,0,0,2,1,3,3
48,19,0,3,2,2,2,1,72120,0,0,3,5,3,3
48,17,1,3,2,2,1,1,72120,0,0,3,5,3,3
48,16,1,3,2,2,1,0,0,0,1,3,5,4,4
48,18,1,4,2,2,1,1,15600,0,1,1,4,5,5
48,18,1,2,2,2,2,1,251000,0,1,3,4,6,6
48,18,1,4,1,2,2,1,125162,0,1,3,3,5,5
48,20,1,4,1,2,2,1,140000,0,1,3,7,5,5
48,24,0,3,1,1,3,1,22000,0,1,3,4,3,3
48,18,0,3,1,2,3,1,22000,0,1,3,4,3,1
48,19,0,4,1,2,2,1,123481,0,1,1,4,5,5
48,18,0,4,1,2,1,1,70000,0,1,1,5,5,5
48,21,1,3,2,2,2,1,22000,0,1,1,5,3,3
48,19,0,3,2,2,1,1,22000,0,1,1,5,3,3
48,17,1,3,2,2,1,1,22000,0,1,1,5,3,3
48,23,0,3,1,1,3,1,196000,0,1,2,2,1,3
48,19,0,3,2,2,3,1,20000,0,0,1,2,3,3
48,17,1,3,1,2,1,1,26000,0,1,2,5,3,3
48,20,0,3,1,2,3,1,89300,0,1,3,5,3,3
48,17,0,3,1,2,1,1,89300,0,1,3,5,3,3
48,23,1,3,1,2,3,1,24000,0,1,1,2,3,3
48,23,1,3,2,1,2,1,15200,0,1,3,2,3,3
48,21,0,3,2,1,3,1,15200,0,1,3,2,3,3
48,17,0,3,2,2,3,1,50000,0,1,2,4,3,3
48,17,0,3,1,2,1,1,25000,0,1,2,5,3,3
48,16,0,3,1,2,1,0,25000,0,1,2,5,3,3
48,22,1,3,1,2,3,1,41500,0,1,2,4,3,3
48,24,0,3,1,2,3,1,59008,0,1,3,5,3,1
48,22,1,3,1,3,2,1,59008,0,1,3,5,3,1
48,22,1,4,1,2,3,1,20400,0,1,3,3,5,5
48,16,0,4,1,2,1,0,20400,0,1,3,3,5,5
48,19,1,4,1,2,2,1,67350,0,1,2,4,5,5
48,16,0,3,1,2,1,0,60000,0,0,3,4,3,3
48,22,0,3,1,2,3,1,34362,0,1,2,3,3,3
48,18,0,3,1,2,1,1,36000,0,1,1,6,3,3
48,17,0,3,1,2,1,1,36000,0,1,1,6,3,3
48,17,1,2,2,2,2,1,33100,0,1,1,2,7,7
48,20,0,1,1,2,2,1,164600,0,1,1,3,1,6
48,24,1,3,1,2,2,1,67000,0,1,3,5,3,3
48,23,0,3,1,2,3,1,67000,0,1,3,5,3,3
48,20,1,3,1,2,2,1,67000,0,1,3,5,3,3
48,16,1,3,1,2,1,0,18520,0,1,1,6,1,3
48,18,0,3,2,2,3,1,53000,0,1,2,5,3,3
48,21,0,3,2,2,3,1,14000,0,1,3,1,3,3
48,16,0,3,2,1,3,0,62002,0,1,1,1,3,3
48,16,0,3,2,2,3,0,62002,0,1,1,1,3,3
48,20,0,3,2,2,3,1,24900,0,1,4,2,3,3
48,18,0,3,2,2,3,1,30006,0,1,1,5,3,3
48,24,0,3,1,2,3,1,90000,0,1,1,3,9,9
48,16,1,3,1,2,1,0,18000,0,0,1,6,3,3
48,16,0,3,1,2,3,0,29000,0,1,2,2,3,3
48,20,1,3,2,2,1,1,40000,0,1,2,4,3,3
48,18,0,3,2,2,1,1,40000,0,1,2,4,3,3
48,23,0,3,2,2,2,1,107000,0,1,1,7,3,3
48,21,1,3,2,3,3,1,107000,0,1,1,7,3,3
48,23,1,3,2,3,3,1,16000,0,0,2,5,3,3
48,19,1,3,2,1,3,1,68000,0,1,2,4,3,3
48,22,0,3,2,1,3,1,68000,0,1,2,4,3,3
48,19,1,3,2,3,3,1,62000,0,1,1,3,3,3
48,22,0,3,2,2,3,1,45000,0,1,3,1,3,3
48,19,0,3,2,2,3,1,89025,0,1,3,7,3,3
48,19,1,3,1,2,2,1,81308,0,1,2,6,3,3
48,16,1,3,1,2,1,0,81308,0,1,2,6,3,3
48,17,1,3,1,2,1,1,30000,0,1,1,5,3,3
48,22,0,3,2,1,3,1,25000,0,1,1,3,3,3
48,16,1,4,1,2,1,0,110000,0,1,2,4,5,5
48,21,1,4,1,2,2,1,110000,0,1,2,4,5,5
48,19,1,4,1,2,1,1,28000,0,1,2,7,6,6
48,17,1,4,1,2,1,1,28000,0,1,2,7,6,6
48,18,0,3,2,2,3,1,24000,0,1,1,6,3,3
48,24,1,3,2,3,3,1,11960,0,1,3,2,3,3
48,23,1,3,1,3,3,1,5760,0,1,1,1,3,3
48,23,0,3,1,2,3,1,54000,0,1,2,2,1,3
48,20,0,3,1,2,3,1,86205,0,1,2,3,3,3
48,21,1,3,2,2,3,1,13000,0,0,2,2,3,3
48,17,1,3,2,2,1,1,13000,0,0,3,2,3,3
48,22,0,3,2,2,3,1,13000,0,1,2,1,3,3
48,22,0,3,2,2,3,1,36000,0,1,2,1,3,3
48,17,0,3,1,2,1,1,104800,0,1,1,5,3,1
48,16,0,3,1,2,1,0,38417,0,1,3,2,1,3
48,19,0,3,1,2,1,1,42691,0,1,2,3,4,1
48,16,1,3,1,2,1,0,42691,0,1,1,3,4,1
48,20,0,3,1,2,3,1,86200,0,1,1,3,3,3
48,24,0,3,2,2,3,1,38836,0,1,1,3,3,3
48,23,0,3,2,2,3,1,38836,0,1,1,3,3,3
48,22,0,3,2,3,3,1,35000,0,1,3,4,3,3
48,20,0,3,2,2,3,1,35000,0,1,3,4,3,3
48,23,0,3,1,2,3,1,27000,0,1,2,4,3,1
48,16,1,3,1,2,1,0,27000,0,1,2,4,3,3
48,18,1,4,1,2,2,1,121970,0,1,3,3,5,1
48,24,0,3,2,2,3,1,35500,0,1,2,4,3,3
48,22,0,3,2,2,3,1,35500,0,1,2,4,3,3
48,22,0,3,2,2,3,1,35500,0,1,2,1,3,3
48,24,1,3,2,2,3,1,18700,0,1,3,5,3,3
48,20,0,3,1,2,3,1,24600,0,1,1,5,3,3
48,16,0,3,1,2,3,0,51801,0,1,3,4,3,3
48,18,0,3,1,2,1,1,51801,0,1,4,1,3,3
48,21,0,1,1,2,2,1,129000,0,1,1,3,6,1
48,17,0,3,2,2,1,1,62000,1,1,1,5,3,3
48,20,0,3,1,2,3,1,44600,0,1,2,5,3,3
48,20,1,3,1,2,3,1,44600,0,1,2,5,3,3
48,18,1,3,1,2,2,1,54704,0,1,3,4,4,4
48,23,0,3,2,2,3,1,37002,0,0,3,1,3,3
48,23,0,3,2,2,3,1,37002,0,0,3,1,3,3
48,19,0,3,2,2,3,1,37002,0,0,3,1,3,3
48,24,1,3,1,1,3,1,103010,0,0,2,3,1,3
48,23,1,3,1,2,3,1,35001,0,1,3,2,3,3
48,20,1,3,2,2,1,1,18200,0,1,3,4,3,3
48,21,1,4,1,2,2,1,20000,0,0,1,4,5,5
48,18,0,4,1,2,1,1,55022,0,1,2,5,5,5
48,20,0,3,2,2,3,1,60000,0,1,1,2,3,3
48,18,1,3,1,1,3,1,12000,0,1,1,2,1,3
48,22,0,3,1,1,3,1,12000,0,1,1,2,3,3
48,17,0,3,1,2,1,1,47000,0,0,3,5,1,3
48,16,0,3,1,2,1,0,47000,0,0,3,5,1,3
48,19,0,4,2,2,2,1,36000,0,1,1,1,5,5
48,20,0,4,2,2,2,1,36000,0,1,1,1,5,5
48,20,0,4,2,2,2,1,36000,0,1,1,1,5,5
48,19,0,4,1,2,3,1,79008,0,1,1,3,1,5
48,24,0,1,1,2,2,1,25100,0,1,2,1,6,6
48,20,0,3,1,2,2,1,51200,0,1,3,4,3,3
48,16,0,3,1,2,1,0,51200,0,1,4,4,3,3
48,24,1,3,2,1,3,1,13000,0,0,2,3,3,3
48,19,0,3,2,2,3,1,74500,0,1,1,3,3,3
48,18,0,2,1,2,1,1,89600,0,1,3,5,1,3
48,18,0,3,2,2,1,1,31010,0,1,2,4,3,3
48,23,1,3,1,1,3,1,35000,0,1,3,3,3,3
48,23,1,3,1,1,3,1,30000,0,1,2,3,3,3
48,16,0,3,1,2,1,0,8016,0,0,3,6,3,3
48,23,1,2,2,2,2,1,43707,0,1,2,6,7,7
48,21,1,2,2,2,2,1,43707,0,1,2,6,7,7
48,20,1,2,2,2,1,1,43707,0,1,2,6,7,7
48,17,1,2,2,2,1,1,43707,0,1,2,6,7,7
48,20,1,4,2,2,2,1,44400,1,1,3,5,5,5
48,17,1,4,2,2,1,1,44400,1,1,1,5,5,5
48,16,1,4,2,2,1,0,44400,1,1,3,5,5,5
48,24,0,4,2,2,2,1,80103,0,1,2,3,5,5
48,18,1,3,1,1,2,1,54010,0,1,2,2,1,3
48,17,1,1,1,2,1,1,97060,0,1,1,6,1,2
48,17,1,1,1,2,1,1,97060,0,1,1,6,1,2
48,16,0,1,1,2,1,0,62248,0,1,3,2,6,1
48,22,1,3,1,1,2,1,36300,0,1,2,4,3,3
48,23,0,3,1,1,3,1,36300,0,1,2,4,3,3
48,17,0,3,1,2,1,1,30000,0,1,2,6,3,1
48,17,1,3,1,2,1,1,30000,0,1,2,6,3,1
48,16,1,3,1,2,1,0,30000,0,1,2,6,3,1
48,23,0,3,2,2,3,1,101603,0,1,4,6,3,3
48,21,1,3,2,2,3,1,101603,0,1,4,6,3,3
48,20,0,3,1,2,2,2,101603,0,1,4,6,3,3
48,21,1,3,1,2,3,1,5196,0,1,4,2,3,3
48,18,0,3,1,2,1,1,21000,0,1,1,3,3,3
48,24,1,3,2,1,3,1,28800,0,1,1,5,3,3
48,17,0,3,1,2,1,1,38480,0,1,1,5,3,3
48,21,1,3,1,2,3,1,123400,0,1,2,4,1,3
48,23,0,3,1,1,3,1,35700,0,1,1,3,3,3
48,22,0,3,1,1,3,1,55244,0,1,3,6,3,3
48,20,0,3,1,2,3,1,78020,0,1,1,8,3,1
48,24,0,3,2,1,3,1,38000,0,1,3,3,3,3
48,18,0,3,1,2,1,1,11600,0,1,3,4,3,3
48,17,1,3,1,2,3,1,28210,0,1,2,7,3,3
48,17,1,3,1,2,1,1,28210,0,1,2,7,3,3
48,17,0,3,1,2,1,1,28210,0,1,2,7,3,3
48,19,0,4,1,2,2,1,68017,0,1,1,5,5,1
48,18,0,3,1,2,2,1,42000,0,1,1,5,3,3
48,18,0,3,1,2,1,1,15000,0,1,2,2,3,3
48,24,1,3,1,2,3,1,55010,0,1,2,2,1,3
48,16,1,3,1,2,1,0,5600,0,1,3,5,3,3
48,19,1,3,1,2,2,1,32000,0,1,3,3,3,1
48,17,0,3,1,2,1,1,32000,0,1,2,3,3,1
48,24,1,3,2,3,3,1,13000,0,1,3,3,3,3
48,23,0,3,1,2,2,1,13000,0,1,2,3,3,3
48,17,1,3,1,2,3,1,20400,0,1,1,8,3,1
48,24,1,3,1,2,3,1,80000,0,1,4,3,3,3
48,17,1,3,1,2,1,1,7686,0,1,1,3,3,1
48,16,1,4,2,2,1,0,82600,0,1,1,4,5,5
48,24,1,3,2,1,3,1,36000,0,1,2,4,3,3
48,16,1,3,1,2,1,0,59400,0,1,1,4,3,3
48,17,0,3,1,2,1,1,13608,0,1,3,4,3,3
48,18,1,3,1,2,1,1,24000,0,1,1,4,3,3
48,17,0,3,1,2,1,1,5000,0,1,4,4,1,3
48,18,0,3,1,2,1,1,15438,0,1,4,6,3,3
48,16,1,3,1,2,1,0,15438,0,1,3,6,3,3
48,20,1,3,1,2,3,1,40000,0,1,1,3,3,3
48,22,0,3,1,2,2,1,31000,0,1,3,5,1,3
48,19,0,6,1,2,3,1,44220,0,1,1,3,5,1
48,19,0,3,1,2,1,1,16000,0,1,2,7,3,3
48,16,0,3,1,2,1,0,16000,0,1,2,7,3,3
48,17,0,3,1,2,1,1,45144,0,1,1,3,3,1
48,17,0,3,1,2,1,1,45144,0,1,1,3,3,1
48,22,0,4,1,2,2,1,43338,0,1,3,5,5,5
48,16,1,4,1,2,1,0,43338,0,1,3,5,5,5
48,21,0,4,1,2,2,1,16000,0,1,2,3,5,5
48,22,0,3,1,1,3,1,20008,0,1,1,3,1,3
48,23,1,4,2,2,3,1,188800,0,1,2,8,5,5
48,23,1,4,2,2,2,1,188800,0,1,2,8,5,5
48,23,0,4,2,2,2,1,188800,0,1,2,8,5,5
48,23,1,4,2,2,3,1,188800,0,1,2,8,5,5
48,23,0,4,1,2,3,1,105000,0,1,1,4,5,5
48,18,0,4,1,2,2,1,105000,0,1,1,4,5,5
48,19,0,4,1,2,2,1,99000,0,1,1,3,5,5
