state,age,sex,race_ethnicity,citizen,married,school,military,income,public_housing,phone,health,family_size,mother_origin,father_origin
26,16,0,3,1,2,1,0,90936,0,1,2,4,4,4
26,16,0,1,2,2,1,0,66090,0,1,1,1,6,6
26,22,0,3,1,2,3,1,41012,0,1,1,1,2,2
26,23,1,3,1,2,3,1,41012,0,1,1,1,2,2
26,16,0,1,1,2,1,0,99930,0,1,1,4,1,3
26,24,1,4,2,1,1,1,106330,0,1,2,3,5,5
26,17,0,3,1,2,1,1,56500,0,1,3,5,3,3
26,19,0,3,2,2,1,1,103780,0,1,2,5,3,3
26,17,1,3,2,2,1,1,103780,0,1,2,5,3,3
26,23,1,4,1,2,3,1,111000,0,1,1,4,5,1
26,22,0,4,1,2,2,1,111000,0,1,1,4,5,1
26,23,1,4,1,2,2,1,1649,0,1,1,1,5,5
26,16,0,1,2,2,1,0,12787,0,1,3,6,5,5
26,24,1,1,2,1,2,1,97620,0,1,2,10,6,6
26,23,1,1,1,2,2,1,97620,0,1,2,10,6,6
26,19,1,1,2,2,2,1,91500,0,1,2,8,9,9
26,19,0,1,2,2,2,1,91500,0,1,2,8,9,9
26,16,1,1,1,2,1,0,10100,0,1,2,4,6,6
26,18,1,3,1,2,1,1,21000,0,1,1,5,3,3
26,18,0,4,1,2,1,1,195031,0,1,2,4,5,5
26,16,1,1,1,2,1,0,134452,0,1,2,5,1,3
26,20,1,1,2,2,3,1,20360,0,1,2,4,3,3
26,24,1,1,1,2,3,1,69000,0,1,1,2,5,5
26,17,1,4,1,2,1,1,101616,0,1,2,4,5,5
26,23,1,1,1,2,3,1,9622,0,1,2,2,5,5
26,24,1,1,1,2,2,1,199621,0,1,2,5,7,7
26,22,0,1,1,2,2,1,199621,0,1,1,5,7,7
26,17,1,3,1,2,2,1,95676,0,1,1,4,3,3
26,21,1,1,1,2,2,1,102000,0,1,2,4,6,6
26,18,1,4,1,2,2,1,43000,0,1,3,4,5,5
26,18,1,4,1,2,1,1,43000,0,1,3,4,5,5
26,21,1,5,1,2,2,1,96950,0,1,3,4,6,1
26,17,0,1,1,2,1,1,182351,0,1,1,5,1,6
26,21,1,4,2,2,3,1,101930,0,1,4,2,5,5
26,20,0,4,1,2,2,1,106258,0,1,2,3,5,5
26,17,0,2,1,2,1,1,88100,0,1,1,4,3,1
26,16,0,1,1,2,1,0,39318,0,1,1,3,1,6
26,18,0,3,1,2,2,1,119162,0,1,3,5,3,3
26,17,1,3,1,2,1,1,119162,0,1,1,5,3,3
26,19,1,2,1,1,3,1,52982,0,1,1,4,1,5
26,23,0,2,1,1,3,1,52982,0,1,1,4,5,5
26,17,1,3,1,2,1,1,22200,0,1,5,5,3,3
26,24,1,4,1,1,3,1,60000,0,1,2,2,5,5
26,22,0,2,1,2,2,1,18000,0,1,2,1,5,5
26,18,1,4,1,2,2,1,28900,0,1,1,3,5,5
26,23,0,2,2,2,2,1,25900,0,1,3,7,3,3
26,22,1,2,1,1,2,1,108500,0,1,2,2,5,5
26,23,0,4,2,2,2,1,47750,1,1,3,3,5,5
26,22,0,4,2,2,2,1,47750,1,1,3,3,5,5
26,17,1,1,2,2,1,1,84417,0,1,1,4,8,8
26,16,0,1,2,2,1,0,84417,0,1,1,4,8,8
26,23,0,1,1,2,2,1,5832,0,1,3,5,5,5
26,24,0,1,1,2,2,1,122128,0,1,1,5,5,5
26,18,0,1,1,2,2,1,122128,0,1,1,5,5,5
26,17,0,4,1,2,1,1,196877,0,1,3,4,5,5
26,17,0,1,1,2,1,1,449769,0,1,2,4,5,5
26,16,0,3,1,2,1,0,38900,0,1,2,4,3,1
26,18,1,3,1,2,1,1,23002,0,1,2,4,3,3
26,17,0,3,1,2,1,1,23002,0,1,2,4,3,3
26,19,0,3,1,2,3,1,46762,0,1,1,3,1,3
26,20,0,4,1,2,2,1,156430,0,1,3,4,5,5
26,16,0,4,1,2,1,0,156430,0,1,3,4,5,5
26,24,1,4,2,2,3,1,40010,0,1,1,1,5,5
26,23,0,1,1,2,2,1,84918,0,1,2,1,5,5
26,24,0,3,1,1,3,1,35700,0,1,2,5,3,3
26,17,0,3,1,2,3,1,20000,0,1,2,3,1,3
26,17,1,3,2,2,3,1,37400,0,1,3,4,3,3
26,19,0,3,1,2,3,1,29654,0,1,2,3,3,1
26,24,1,3,2,2,3,1,29654,0,1,2,3,3,3
26,21,1,3,1,2,2,1,22000,0,1,3,2,1,3
55,18,0,1,1,2,1,1,77626,0,1,1,3,3,1
55,19,1,3,2,1,3,1,56000,0,1,3,4,3,3
55,21,0,3,2,2,3,1,42000,0,1,3,6,3,3
55,24,1,3,1,3,3,1,7110,0,1,4,4,1,3
55,17,0,1,2,2,1,1,103900,0,1,1,1,6,6
55,22,0,3,1,2,2,1,10111,0,1,2,2,3,3
55,16,1,3,1,2,1,0,71614,0,1,1,4,1,3
55,17,1,4,1,2,1,1,46052,0,1,1,3,5,5
55,24,1,1,2,1,3,1,31000,0,1,2,2,6,6
55,22,0,3,1,2,3,1,93760,0,1,2,5,3,3
55,21,0,3,1,2,3,1,93760,0,1,2,5,3,3
55,19,1,3,1,2,1,1,93760,0,1,3,5,3,3
55,24,1,3,2,2,3,1,5702,0,1,2,2,3,3
55,20,1,4,2,2,2,1,120852,0,1,1,1,5,5
55,16,0,1,1,2,1,0,214662,0,1,2,3,1,6
55,23,1,1,1,2,3,1,56255,0,1,2,1,3,1
55,24,1,1,1,2,3,1,99542,0,1,1,3,5,5
55,17,0,4,2,2,1,1,23000,1,1,2,8,5,5
55,23,1,4,1,1,3,1,105501,0,1,3,4,5,5
55,17,1,3,1,2,1,1,70622,0,1,3,4,1,2
55,18,0,1,1,2,1,1,51671,0,1,1,4,3,3
55,24,1,4,1,2,3,1,56100,0,1,1,1,5,1
55,21,1,4,1,2,2,1,100060,0,1,1,3,5,5
55,18,0,4,2,2,2,1,82000,0,1,2,4,5,5
55,18,0,4,2,2,2,1,82000,0,1,2,4,5,5
55,20,1,1,1,2,2,1,81740,0,1,1,2,5,5
55,24,0,3,2,1,3,1,51055,0,1,1,2,4,4
55,24,0,4,1,2,3,1,72000,0,1,1,2,1,5
55,24,1,1,1,2,2,1,30100,0,1,2,2,6,1
55,16,0,3,1,2,1,0,74229,0,1,1,4,1,3
55,22,1,2,1,2,2,1,19000,0,1,1,2,6,1
55,17,0,3,1,2,3,1,28000,0,1,2,4,2,2
55,20,0,3,1,2,3,1,40660,0,1,1,2,2,9
55,23,0,3,2,2,3,1,10000,0,1,2,2,3,3
55,17,0,3,2,2,1,1,10000,0,1,2,2,3,3
55,22,1,3,1,1,3,1,81615,0,1,3,5,3,3
55,19,0,3,2,2,3,1,40000,0,1,2,5,3,3
55,16,0,3,2,2,1,0,40000,0,1,2,5,3,3
55,19,1,1,2,2,2,1,133653,0,1,3,4,6,6
55,23,0,4,2,2,3,1,69140,0,1,2,1,5,5
55,24,0,4,2,2,2,1,69140,0,1,2,1,5,5
55,23,0,3,2,2,3,1,73002,0,1,2,3,3,3
55,24,1,3,1,2,3,1,44400,0,1,2,1,3,1
55,18,1,3,1,2,1,1,26600,0,1,1,6,2,2
55,16,0,3,1,2,1,0,26600,0,1,1,6,2,2
55,18,0,3,1,2,3,1,46400,0,1,1,5,2,2
55,16,1,3,1,2,1,0,46400,0,1,1,5,2,2
55,23,1,1,1,1,3,1,30000,0,1,3,3,5,5
55,16,1,4,1,2,1,0,0,0,0,1,9,5,5
55,17,1,4,1,2,1,1,25000,0,1,3,3,5,5
55,18,0,2,1,2,1,1,72639,0,1,2,3,3,3
55,24,1,4,2,1,2,1,12000,0,1,1,2,5,5
55,20,1,3,1,2,2,1,47000,0,1,2,6,1,3
55,18,1,3,2,2,2,1,56300,0,1,2,4,3,3
55,16,0,4,2,2,3,0,14201,0,1,2,2,5,5
55,23,0,1,1,2,3,1,165818,0,1,1,5,5,1
55,21,0,1,1,2,2,1,165818,0,1,3,5,5,1
55,18,1,1,1,2,2,1,165818,0,1,1,5,5,1
55,21,0,4,1,2,2,1,72940,0,1,1,8,5,5
55,18,1,3,1,2,1,1,72940,0,1,1,8,2,2
55,16,1,3,1,2,1,0,72940,0,1,1,8,2,2
55,23,1,4,2,2,3,1,50000,0,1,2,4,5,5
55,20,0,4,2,2,2,1,50000,0,1,2,4,5,5
55,19,0,4,1,2,2,1,151420,0,1,1,5,9,9
55,17,0,4,1,2,1,1,151420,0,1,1,5,9,9
55,16,1,4,1,2,1,0,151420,0,1,1,5,9,9
55,16,0,4,1,2,1,0,80470,0,1,2,3,5,5
55,19,1,3,1,2,3,1,42000,0,1,3,3,3,3
55,24,0,3,2,1,3,1,34000,0,1,3,4,3,3
55,19,0,3,2,2,3,1,79750,0,1,3,6,3,3
55,16,1,3,2,2,1,0,21000,0,1,3,5,3,3
55,17,0,3,2,2,1,1,26000,0,1,3,5,3,3
55,22,1,1,1,2,3,1,35450,0,1,1,2,1,3
55,20,0,3,2,2,3,1,37000,0,1,2,2,3,3
27,21,0,3,2,1,3,1,23292,1,1,2,3,3,3
27,20,0,3,1,2,3,1,52246,1,1,1,5,1,3
27,16,1,3,1,2,1,0,52246,1,1,1,5,1,3
27,24,0,3,2,1,3,1,23219,0,1,3,4,3,3
27,20,0,3,1,2,2,1,27661,0,1,2,2,3,1
27,19,1,3,1,2,3,1,27661,0,1,4,2,1,3
27,21,1,3,1,2,2,1,75000,0,1,1,7,3,3
27,20,0,4,1,2,3,1,53502,0,1,2,5,9,9
27,18,0,4,1,2,1,1,53502,0,1,2,5,9,9
27,16,1,1,1,2,1,0,43000,0,1,1,5,1,9
27,16,0,1,1,2,1,0,2800,0,1,2,4,5,1
27,24,0,4,1,2,2,1,95000,0,1,3,4,5,5
27,20,0,4,1,2,2,1,95000,0,1,3,4,5,5
27,20,0,3,1,2,2,1,50330,0,1,3,1,3,3
27,17,0,2,2,2,1,1,50330,0,1,2,1,7,7
27,23,1,1,2,1,3,1,19000,0,1,4,4,8,8
27,17,0,1,1,2,1,1,80000,0,1,2,3,6,1
27,24,1,4,2,2,3,1,70500,0,1,2,1,5,5
27,16,1,3,1,2,1,0,121909,0,1,2,6,3,3
27,21,1,3,1,2,3,1,121909,0,1,2,6,3,3
27,19,0,3,2,2,3,1,121909,0,1,2,1,3,3
27,16,1,3,2,2,1,0,8000,0,1,1,3,3,3
27,18,0,4,1,2,1,1,16049,0,1,2,3,5,5
27,24,0,2,2,2,3,1,55000,0,1,1,5,7,7
27,21,0,4,1,2,3,1,133004,0,1,1,2,5,1
27,20,1,1,1,2,2,1,36356,0,1,1,4,1,6
27,18,1,1,1,2,1,1,36356,0,1,1,4,1,6
27,23,1,3,2,1,3,1,20000,0,0,3,4,3,3
27,22,0,4,1,2,3,1,86000,0,1,1,3,5,5
27,23,0,4,1,2,3,1,86000,0,1,1,3,5,5
27,23,0,4,2,2,2,1,31482,0,1,3,4,5,5
27,19,1,4,1,2,2,1,31482,0,1,3,4,5,5
27,20,0,1,1,2,2,1,92282,0,1,3,1,4,1
27,18,1,3,2,2,3,1,8000,0,1,3,4,3,3
27,16,1,3,2,2,1,0,8000,0,1,3,4,3,3
27,23,0,1,1,2,3,1,112521,0,1,3,1,6,6
27,21,0,2,2,2,3,1,11000,0,0,2,1,7,7
27,24,1,4,2,2,2,1,30000,0,1,2,1,5,5
27,20,0,1,1,2,3,1,12280,0,1,2,1,1,3
27,21,1,4,1,2,2,1,33902,0,1,3,2,5,5
27,23,0,4,1,2,2,1,33902,0,1,2,2,5,5
27,24,0,4,2,2,3,1,33902,0,1,2,1,5,5
27,24,0,2,2,2,3,1,8000,0,1,2,1,7,7
27,19,1,2,2,2,2,1,21000,1,1,1,7,7,7
27,24,1,4,2,1,3,1,60500,0,1,2,2,5,5
27,23,1,4,2,1,3,1,82000,0,1,1,2,5,5
27,21,0,2,2,3,3,1,110447,0,1,4,2,7,7
27,22,0,2,2,3,3,1,110447,0,1,3,2,7,7
27,24,1,4,1,2,3,1,36904,0,1,2,3,5,5
27,18,0,2,2,2,1,1,26200,1,1,2,5,9,9
27,17,0,2,2,2,1,1,26200,1,1,2,5,9,9
27,17,0,4,2,2,1,1,15000,0,1,3,3,5,5
27,21,1,4,2,1,3,1,64003,0,1,2,2,5,5
27,19,1,4,1,2,2,1,150757,0,1,2,4,5,5
27,24,0,4,1,2,3,1,118593,0,1,2,4,5,5
27,16,0,1,2,2,1,0,73000,0,1,1,4,5,5
27,23,1,2,2,2,3,1,59000,0,1,3,1,7,7
27,24,0,2,2,3,3,1,16803,0,1,3,3,7,7
27,22,0,2,1,3,3,1,16803,0,1,3,3,7,7
27,22,1,3,1,2,3,1,42000,0,1,1,2,1,3
27,24,1,1,2,1,3,1,35600,0,1,2,2,6,6
27,23,1,4,1,1,3,1,78500,0,1,3,9,5,5
27,23,0,4,1,2,2,1,78500,0,1,3,9,5,5
27,21,1,4,1,2,3,1,78500,0,1,3,9,5,5
27,20,0,4,1,2,3,1,78500,0,1,3,9,5,5
27,19,0,4,1,2,3,1,78500,0,1,3,9,5,5
27,22,0,1,1,2,2,1,11360,0,1,2,1,1,7
27,21,1,4,1,1,3,1,25800,0,1,1,4,5,5
27,22,1,4,1,2,3,1,37200,0,1,3,2,5,1
27,22,0,2,2,2,3,1,32000,0,1,4,1,7,7
27,21,0,3,1,2,3,1,24000,0,1,1,3,3,3
27,17,1,3,1,2,1,1,24000,0,1,1,3,3,3
27,22,1,4,1,2,2,1,24252,0,1,2,2,5,5
27,24,0,4,1,2,3,1,24252,0,1,2,2,5,5
27,20,1,3,2,2,3,1,13000,0,1,1,5,3,3
27,21,1,3,2,2,3,1,25830,0,1,3,6,3,3
27,20,0,3,2,2,3,1,82920,0,1,2,6,3,3
27,19,0,3,2,2,3,1,82920,0,1,2,6,3,3
27,22,1,3,2,2,3,1,12360,0,1,3,8,3,3
27,20,1,3,2,2,3,1,12360,0,1,2,8,3,3
27,22,1,3,2,1,3,1,12360,0,1,3,8,3,3
27,22,0,3,2,1,3,1,12360,0,1,3,8,3,3
27,23,0,3,2,1,3,1,28000,0,1,3,4,3,3
27,21,1,3,2,1,3,1,28000,0,1,3,4,3,3
27,22,1,4,1,2,3,1,37500,0,1,1,2,5,5
27,21,0,3,2,2,3,1,63400,0,1,2,3,3,3
27,20,1,4,1,2,2,1,72004,0,1,3,3,5,5
27,23,0,5,1,1,3,1,434969,0,1,2,3,5,1
27,22,0,4,2,2,2,1,12000,0,1,1,2,5,5
27,24,0,4,2,2,3,1,65000,0,0,1,3,5,5
27,17,0,1,2,2,1,1,18561,0,1,1,6,6,6
27,19,0,4,2,2,2,1,102808,0,1,2,4,5,5
27,22,1,2,2,2,3,1,20300,0,1,1,1,7,7
27,22,0,2,2,2,3,1,10550,0,1,1,2,7,7
19,24,1,1,1,2,3,1,32000,0,1,1,3,1,6
19,20,0,4,2,2,3,1,57000,0,0,1,5,5,5
19,23,0,3,2,1,3,1,2597,0,0,2,3,3,3
19,21,1,3,2,1,3,1,2597,0,0,4,3,3,3
19,21,1,3,1,2,3,1,94310,0,1,2,5,1,3
19,16,1,3,1,2,1,0,94310,0,1,2,5,1,3
19,19,0,2,2,2,1,1,1415,0,1,1,5,7,7
19,16,0,2,2,2,3,0,1415,0,1,1,5,7,7
19,21,1,4,1,2,2,1,117500,0,1,2,3,5,5
19,21,1,3,1,2,2,1,51178,0,1,1,6,3,3
19,17,0,3,1,2,1,1,51178,0,1,1,6,3,3
19,21,1,3,2,2,2,1,69000,0,1,2,5,3,3
19,18,0,3,2,2,3,1,69000,0,1,2,5,3,3
19,17,1,3,2,2,1,1,69000,0,1,2,5,3,3
19,20,1,3,2,2,3,1,31314,0,1,2,3,9,9
19,24,0,3,2,2,3,1,22400,0,1,3,1,3,3
19,24,0,3,2,2,3,1,22400,0,1,3,1,3,3
19,24,0,3,2,2,3,1,22400,0,1,3,1,3,3
19,23,0,3,2,2,3,1,33000,0,1,1,1,3,3
19,23,1,3,1,1,3,1,64400,0,1,1,3,3,3
19,19,0,3,1,2,1,1,0,0,1,2,5,3,3
19,18,1,3,1,2,1,1,76902,0,1,3,9,3,3
19,17,1,3,1,2,1,1,76902,0,1,2,9,3,3
19,22,0,3,1,1,3,1,60000,0,1,2,2,3,3
19,16,0,1,1,2,1,0,125113,0,1,2,3,1,6
19,19,1,3,1,2,3,1,16185,0,1,4,2,3,3
19,24,1,3,2,2,3,1,5000,0,0,3,1,3,3
19,17,0,4,1,2,1,1,139908,0,1,2,4,5,5
19,21,1,3,1,3,2,1,30000,0,1,2,3,3,3
19,16,1,3,1,2,1,0,113000,0,1,1,5,1,6
19,19,1,3,1,2,3,1,49500,0,1,1,6,3,3
19,17,0,3,1,2,1,1,49500,0,1,1,6,3,3
19,16,1,3,1,2,1,0,49500,0,1,1,6,3,3
19,24,1,1,1,2,3,1,31000,0,1,1,2,6,1
19,24,0,4,2,2,3,1,28010,0,1,2,1,5,5
19,24,1,3,1,1,3,1,34000,0,0,2,4,3,3
19,20,0,3,1,2,3,1,22018,0,1,3,3,1,4
19,17,0,1,2,2,1,1,29600,0,1,1,4,9,9
19,20,0,2,1,2,1,1,32000,0,1,1,2,5,1
19,24,0,1,1,2,2,1,122784,0,1,2,4,6,6
19,23,0,1,1,2,3,1,122784,0,1,2,4,6,6
19,21,0,3,2,1,3,1,80075,0,0,1,2,3,3
19,20,0,3,2,2,3,1,28620,0,1,3,1,3,3
19,16,1,3,2,2,3,0,28620,0,1,3,1,3,3
19,22,0,1,2,2,3,1,38100,0,1,1,1,6,6
19,19,1,3,2,2,3,1,88186,0,1,2,1,3,3
19,18,1,3,1,2,1,1,27651,0,1,3,9,3,3
19,18,1,3,1,2,1,1,27651,0,1,3,9,3,3
19,17,1,3,1,2,1,1,27651,0,1,3,9,3,3
19,17,0,3,1,2,1,1,47000,0,1,3,4,3,3
19,23,1,4,1,2,3,1,99558,0,1,2,3,5,5
19,16,1,2,1,2,1,0,91205,0,1,1,3,3,6
19,17,0,1,1,2,1,1,206261,0,1,1,4,1,6
19,23,0,3,1,2,2,1,10879,0,1,2,1,3,1
19,17,1,1,2,2,1,1,75040,0,1,1,1,6,6
19,19,1,3,2,2,3,1,49776,0,1,2,5,3,3
19,20,1,3,2,1,3,1,15522,0,1,1,3,3,3
19,23,0,3,1,1,3,1,38250,0,1,2,4,3,3
19,21,1,3,1,1,3,1,38250,0,1,2,4,3,3
29,18,0,4,2,2,2,1,6050,0,0,2,1,5,5
29,18,0,4,1,2,2,1,6050,0,0,3,1,5,5
29,19,1,4,2,2,2,1,4500,0,1,1,1,5,5
29,18,1,4,2,2,2,1,23000,0,0,1,1,5,5
29,21,0,3,2,1,3,1,16000,0,1,1,4,3,3
29,22,0,4,2,2,3,1,17000,1,1,1,1,5,5
29,18,0,3,1,2,1,1,58400,0,1,3,5,3,3
29,19,1,3,1,2,3,1,52034,0,1,3,3,3,3
29,22,0,3,2,1,3,1,38954,0,1,1,1,3,3
29,24,0,3,2,2,3,1,38954,0,1,3,1,3,3
29,21,0,4,2,2,2,1,75500,0,1,2,6,5,5
29,18,1,1,1,2,1,1,110000,0,1,1,4,1,6
29,19,0,1,1,2,2,1,125000,0,1,1,5,1,7
29,16,1,1,1,2,1,0,49520,0,1,1,2,1,6
29,16,1,4,1,2,1,0,43110,0,1,1,3,5,5
29,19,1,1,2,2,2,1,72240,0,1,1,4,6,6
29,17,0,4,1,2,1,1,30000,0,1,2,3,5,5
29,19,0,4,1,2,2,1,173974,0,1,1,3,5,5
29,19,1,4,2,2,2,1,17500,0,1,4,5,5,5
29,17,1,4,2,2,1,1,17500,0,1,4,5,5,5
29,20,1,3,1,2,2,1,39500,0,1,3,6,1,3
29,19,0,3,1,2,1,1,47000,0,1,1,4,2,1
29,18,1,1,1,2,1,1,130694,0,1,3,3,1,6
29,24,1,3,2,2,3,1,11800,0,1,3,3,3,3
29,21,0,3,2,2,3,1,11800,0,1,3,1,3,3
38,20,1,1,1,2,3,1,75664,0,1,3,5,1,3
38,21,1,3,2,1,3,1,22040,0,0,2,4,3,3
38,24,0,2,2,2,2,1,7500,0,0,2,1,7,7
38,17,0,3,1,2,1,1,16620,0,1,2,4,3,1
38,23,0,4,1,2,3,1,71000,0,1,5,3,5,1
38,22,0,4,1,2,3,1,83000,0,1,2,1,1,5
38,23,1,4,2,2,3,1,37000,0,1,2,4,5,5
38,18,1,1,1,2,2,1,73450,0,1,3,3,1,5
38,16,1,1,1,2,1,0,73450,0,1,1,3,1,5
38,18,1,4,1,2,3,1,73450,0,1,1,1,5,5
38,23,0,1,1,1,3,1,27545,0,1,1,2,1,7
38,22,0,1,1,2,3,1,88000,0,1,2,1,3,1
38,20,0,1,1,2,3,1,88000,0,1,2,1,3,1
38,19,0,4,2,2,3,1,28000,0,1,1,2,5,5
46,23,0,3,2,2,3,1,50000,0,1,1,5,3,3
46,17,0,1,1,2,2,1,122076,0,1,1,3,5,1
46,23,0,1,1,2,3,1,85500,0,1,3,3,1,6
46,20,1,3,1,2,3,1,132704,0,1,1,8,3,3
46,17,0,1,1,2,1,1,25997,1,1,1,2,6,1
46,22,0,3,2,1,3,1,46000,0,1,2,4,3,3
46,23,0,3,1,2,2,1,16500,0,1,1,1,1,4
46,18,0,4,1,2,3,1,44185,0,1,1,3,5,1
46,24,1,1,2,1,2,1,71350,0,1,2,2,6,6
46,16,0,2,2,2,1,0,63900,0,1,1,4,7,7
46,24,0,1,1,2,3,1,42001,0,1,1,1,1,2
46,17,1,3,2,2,3,1,22000,0,1,3,3,3,3
46,20,0,2,2,2,1,1,5360,0,1,3,4,7,7
46,18,0,2,2,2,1,1,5360,0,1,1,4,7,7
46,18,1,2,1,2,1,1,36000,0,1,2,2,7,7
46,23,1,2,1,1,3,1,50357,1,1,3,2,7,7
46,22,0,3,1,2,2,1,20110,0,1,1,2,3,3
46,18,0,2,2,2,1,1,19200,0,1,2,5,7,7
46,21,0,2,2,2,2,1,23900,0,1,2,2,7,7
46,21,0,3,1,1,3,1,21113,0,1,3,3,3,3
31,23,1,3,2,1,3,1,15000,0,0,1,3,3,3
31,16,0,3,2,2,1,0,15005,1,1,1,3,3,3
31,17,1,1,1,2,1,1,25242,0,1,3,3,1,6
31,21,0,3,2,2,2,1,20001,0,1,3,2,3,3
31,20,1,3,2,2,3,1,20001,0,1,2,2,3,3
31,22,0,1,1,2,3,1,24000,0,1,1,1,5,1
31,24,0,3,2,2,3,1,48050,0,1,2,4,3,3
31,20,0,3,1,2,3,1,48050,0,1,2,4,3,3
31,18,1,3,2,2,1,1,48050,0,1,2,1,3,3
31,19,0,4,1,2,1,1,38000,0,1,1,4,5,5
31,21,1,2,2,2,3,1,2000,0,1,1,1,7,7
31,20,0,3,1,1,3,1,12800,0,1,3,4,1,3
31,18,0,3,1,2,3,1,12800,0,1,3,4,1,3
31,18,0,1,1,2,1,1,26500,0,1,1,5,3,3
31,22,1,3,2,1,3,1,94000,0,1,1,6,3,3
31,17,0,3,2,2,3,1,94000,0,1,1,6,3,3
31,21,1,3,2,2,2,1,14000,0,1,1,1,3,3
31,17,0,3,2,2,1,1,15600,0,1,1,4,3,3
31,23,1,1,2,2,3,1,29501,0,1,1,1,6,7
31,16,1,3,1,2,1,0,22200,0,0,2,4,3,3
31,23,0,3,2,2,3,1,99465,0,1,1,1,3,3
31,16,0,6,1,2,1,0,72982,0,1,1,4,5,1
31,16,0,3,2,2,3,0,38600,0,1,2,3,3,3
31,20,1,3,2,2,3,1,22000,0,0,2,3,3,3
31,19,0,3,1,2,3,1,82010,0,1,1,6,3,3
31,18,1,3,1,2,1,1,82010,0,1,1,6,3,3
31,19,1,1,1,2,3,1,62485,0,1,3,6,3,3
31,17,0,1,1,2,1,1,62485,0,1,1,6,3,3
31,21,0,1,2,2,3,1,19700,1,1,2,3,7,7
31,24,1,1,2,3,3,1,19700,1,1,2,3,7,7
31,21,1,3,1,1,3,1,38004,0,1,2,3,3,3
31,18,1,3,2,2,1,1,39000,0,1,3,3,3,3
31,24,1,3,1,1,3,1,28000,0,1,4,3,3,3
31,17,0,1,2,2,1,1,20000,0,1,3,5,7,7
31,16,0,1,2,2,1,0,20000,0,1,3,5,7,7
31,23,0,3,2,1,3,1,59472,0,1,4,6,3,3
31,22,1,3,2,1,3,1,59472,0,1,4,6,3,3
31,22,0,3,2,2,3,1,36000,0,1,1,2,3,3
31,19,1,3,2,2,3,1,34500,0,1,1,5,3,3
31,21,1,3,2,1,3,1,47000,0,1,1,4,3,3
31,23,0,3,2,2,3,1,47000,0,1,1,4,3,3
31,19,1,3,2,2,3,1,25001,0,1,1,4,3,3
31,16,0,3,2,2,1,0,25001,0,1,1,4,3,3
31,17,0,1,2,2,1,1,74676,0,1,1,1,4,4
31,16,0,1,1,2,1,0,101075,0,1,1,4,5,5
31,20,1,1,1,2,2,1,82725,0,1,2,4,1,5
31,20,0,1,1,2,3,1,61000,0,1,1,4,1,6
20,19,0,1,1,2,3,1,55065,0,1,1,2,6,1
20,17,1,3,1,2,1,1,88000,0,1,3,3,3,1
20,22,1,4,1,2,3,1,41000,0,1,2,3,5,1
20,21,0,1,1,2,3,1,39750,0,1,3,3,1,6
20,21,1,1,1,2,3,1,39750,0,1,3,1,6,1
20,22,0,2,1,2,3,1,66170,0,1,2,3,5,1
20,20,0,2,1,2,3,1,66170,0,1,2,3,5,1
20,19,0,4,1,2,2,1,420641,0,1,1,2,5,5
20,18,1,1,1,2,1,1,69597,0,1,1,3,5,1
20,18,1,1,2,2,3,1,76700,0,1,4,4,6,3
20,16,1,1,2,2,3,0,76700,0,1,3,4,6,3
20,24,0,1,2,2,2,1,1393,0,1,2,1,5,5
20,24,0,1,2,2,2,1,1393,0,1,2,1,5,5
20,23,1,1,1,2,3,1,28756,1,1,2,3,6,1
20,19,0,1,1,2,2,1,131508,0,1,3,3,3,1
20,19,1,1,1,2,2,1,23840,0,1,1,1,5,1
20,21,1,1,2,2,2,1,9520,0,1,2,1,5,5
20,17,0,2,1,2,1,1,150950,0,1,1,6,7,7
20,20,1,4,1,2,2,1,95244,0,1,1,8,5,5
20,17,0,4,1,2,1,1,95244,0,1,2,8,5,5
20,20,1,4,2,2,2,1,95244,0,1,2,8,5,5
20,18,0,3,1,2,1,1,111254,0,1,1,3,1,3
20,24,1,4,2,3,1,1,86846,0,1,1,4,5,5
20,21,0,3,1,2,3,1,38602,0,1,2,4,4,4
20,19,1,3,1,2,2,1,38602,0,1,2,4,4,4
20,23,1,1,2,1,1,1,36800,0,1,1,4,6,6
20,22,1,1,1,1,3,1,73500,0,1,1,3,1,6
20,22,0,3,2,2,3,1,36000,0,1,3,2,3,3
20,23,0,3,2,1,3,1,22000,0,1,1,4,3,3
20,22,1,3,1,1,3,1,22000,0,1,1,4,1,3
20,23,1,4,2,2,2,1,58072,0,1,1,3,5,5
20,17,0,1,1,2,1,1,56156,0,1,1,2,1,5
20,20,1,4,1,2,3,1,27096,0,1,1,1,5,5
20,19,0,3,2,2,2,1,29200,0,1,2,4,3,3
20,23,0,4,1,2,3,1,68002,0,1,2,3,5,5
20,16,1,3,2,2,1,0,40000,0,1,1,3,3,3
20,21,1,3,2,1,3,1,9000,0,1,1,1,3,3
20,21,1,3,2,3,3,1,17016,0,1,2,3,3,3
20,16,1,3,2,2,3,0,16000,0,1,2,6,3,3
20,19,0,4,1,2,2,1,168600,0,1,1,3,5,1
20,22,1,3,2,2,3,1,21000,0,1,3,4,3,3
20,23,1,1,1,1,3,1,97514,0,1,1,4,1,6
20,17,1,3,1,2,1,1,69600,0,1,3,1,3,3
20,17,0,1,1,2,1,1,38016,0,1,1,4,3,1
20,16,0,1,1,2,1,0,140235,0,1,2,4,1,7
20,17,0,4,1,2,1,1,35360,0,1,2,5,5,5
20,16,0,3,2,2,1,0,24000,0,1,3,7,3,3
